job_title,job_id,date_posted,state_province,area_of_work,min_salary,max_salary,position_type,required_education,preferred_education,preferred_technical_experience,date_posted_dt,min_salary_num,max_salary_num,mid_salary,salary_range,salary_range_pct,min_to_max_ratio,log_mid_salary,days_since_posted,posted_year,posted_month,posted_dow,posted_is_weekend,states_list,n_states_listed,is_multi_state_posting,primary_state,primary_region,required_edu_level,preferred_edu_level,edu_gap_preferred_minus_required,has_preferred_edu_specified,is_intern,is_entry,is_senior,is_lead,is_manager,is_director_plus,is_architect,role_engineering,role_data,role_security,role_product,role_design,role_sales,role_consulting,role_research,role_devops,title_len,title_word_count,text_all,exp_years_min,exp_years_max,exp_years_any,skill_python,skill_java,skill_sql,skill_r,skill_aws,skill_azure,skill_gcp,skill_kubernetes,skill_docker,skill_linux,skill_spark,skill_tableau,skill_powerbi,skill_ml,skill_genai,skill_security,skill_devops,skill_sap,n_skills_mentioned,exp_text_len,exp_text_word_count,skills_bin,PC1,PC2,cluster,is_outlier,outlier_score
Associate Consultant - Cybersecurity X-Force,86742,16-Jan-2026,District of Columbia,Consulting,"76,000.00","114,000.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"Demonstrated coursework or personal project experience in the following areas:
1-2 years of cybersecurity marketing or content experience   
6 months to 1 year of animation experience using Adobe After Effects or other similar tools
6 months to 1 year of Adobe Illustrator for smaller design projects
Understanding of social media platforms, such as LinkedIn, and relevant strategies to reach new audiences
Marketing experience in events, campaigns, content, or advertising",2026-01-16,76000.0,114000.0,95000.0,38000.0,0.4,0.6666666666666666,11.461632170582678,19,2026,1,4,0,['District of Columbia'],1,0,District of Columbia,South,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,5,"associate consultant - cybersecurity x-force demonstrated coursework or personal project experience in the following areas:
1-2 years of cybersecurity marketing or content experience   
6 months to 1 year of animation experience using adobe after effects or other similar tools
6 months to 1 year of adobe illustrator for smaller design projects
understanding of social media platforms, such as linkedin, and relevant strategies to reach new audiences
marketing experience in events, campaigns, content, or advertising",1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,69,0,0.29941785676874866,-0.4467990198108302,1,0,0.08145893820621458
Software Engineering Intern 2026,57950,01-Dec-2025,"Texas, New York",Infrastructure & Technology,"72,000.00","132,000.00",Internship,High School Diploma/GED,Bachelor's Degree,"Knowledge of computer architecture and micro-architecture 
Programming projects with complex requirements
Understanding of Digital/VLSI Circuits
Linux experience",2025-12-01,72000.0,132000.0,102000.0,60000.0,0.5882352941176471,0.5454545454545454,11.532728092266408,65,2025,12,0,0,"['Texas', 'New York']",2,1,Texas,South,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,"software engineering intern 2026 knowledge of computer architecture and micro-architecture 
programming projects with complex requirements
understanding of digital/vlsi circuits
linux experience",,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,164,17,1-2,1.791228190673486,-2.370471754175054,2,0,0.09114562361755085
Back End Developer Intern,73884,28-Jan-2026,"Minnesota, New York",Software Engineering,"80,400.00","147,400.00",Internship,High School Diploma/GED,Bachelor's Degree,"•Experience with cloud platforms (AWS, Azure, GCP) is a plus.
•Knowledge of containerization tools (Docker) and CI/CD pipelines.
•Familiarity with Agile development methodologies.
•Programming Skills: C/C++ or another object-oriented language, Git, Linux, 
•Scripting Skills: Python, APDL, TCL, Bash, Perl, or Java",2026-01-28,80400.0,147400.0,113900.0,67000.0,0.5882352941176471,0.5454545454545454,11.643076149435274,7,2026,1,2,0,"['Minnesota', 'New York']",2,1,Minnesota,Midwest,1,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,4,"back end developer intern •experience with cloud platforms (aws, azure, gcp) is a plus.
•knowledge of containerization tools (docker) and ci/cd pipelines.
•familiarity with agile development methodologies.
•programming skills: c/c++ or another object-oriented language, git, linux, 
•scripting skills: python, apdl, tcl, bash, perl, or java",,,0.0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,8,318,41,7+,7.195258022637449,3.5480244680676036,3,0,0.03397527020060859
Oracle Cloud HCM Payroll Lead,66553,20-Oct-2025,"Georgia, Florida, Illinois, Texas, New York, North Carolina, Colorado, Washington, Massachusetts, California",Consulting,"90,500.00","211,300.00",Professional,Bachelor's Degree,Unknown,,2025-10-20,90500.0,211300.0,150900.0,120800.0,0.8005301524188204,0.42830099384761006,11.924372644755941,107,2025,10,0,0,"['Georgia', 'Florida', 'Illinois', 'Texas', 'New York', 'North Carolina', 'Colorado', 'Washington', 'Massachusetts', 'California']",10,1,Georgia,South,4,0,-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,5,oracle cloud hcm payroll lead ,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.434145262210222,-0.13052850609384564,4,0,0.13052497492205684
Senior Managing SAP OTC S4 HANA,85923,12-Jan-2026,"Missouri, South Carolina, Georgia, Florida, Minnesota, Illinois, Ohio, Texas, New York, North Carolina, Idaho, Virginia, Alabama, Arkansas, Colorado, Michigan, Pennsylvania, Arizona, Washington, Massachusetts, Delaware, Louisiana, California, New Jersey, West Virginia, District of Columbia",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,Unknown,"Knowledge of SAP Clean Core Methodology
Experience with Agile or hybrid project methodologies.
Knowledge of ABAP debugging and enhancements (preferred but not mandatory).
Experience in international or multi-site implementations.
Ability to work in a multicultural and virtual team environment.
Familiarity with Cloud Computing Platforms: Including IBM Cloud, AWS, Microsoft Azure, and GCP.",2026-01-12,147000.0,254000.0,200500.0,107000.0,0.5336658354114713,0.5787401574803149,12.20856952572876,23,2026,1,0,0,"['Missouri', 'South Carolina', 'Georgia', 'Florida', 'Minnesota', 'Illinois', 'Ohio', 'Texas', 'New York', 'North Carolina', 'Idaho', 'Virginia', 'Alabama', 'Arkansas', 'Colorado', 'Michigan', 'Pennsylvania', 'Arizona', 'Washington', 'Massachusetts', 'Delaware', 'Louisiana', 'California', 'New Jersey', 'West Virginia', 'District of Columbia']",26,1,Missouri,Midwest,4,0,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"senior managing sap otc s4 hana knowledge of sap clean core methodology
experience with agile or hybrid project methodologies.
knowledge of abap debugging and enhancements (preferred but not mandatory).
experience in international or multi-site implementations.
ability to work in a multicultural and virtual team environment.
familiarity with cloud computing platforms: including ibm cloud, aws, microsoft azure, and gcp.",,,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,395,52,3-4,-1.4059351638768014,5.723436232477642,3,0,0.04378559835217016
Technology Lifecycle Services Renewals – Entry Level Sales Program 2026,72252,23-Jan-2026,"Georgia, Texas",Sales,"99,840.00","149,760.00",Entry Level,Associate's Degree/College Diploma,Bachelor's Degree,"Business Acumen:  Exhibit understanding of business operations
Knowledge of IBM products
Proficiency of IBM sales tools and techniques",2026-01-23,99840.0,149760.0,124800.0,49920.0,0.4,0.6666666666666666,11.734467734917464,12,2026,1,4,0,"['Georgia', 'Texas']",2,1,Georgia,South,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71,10,"technology lifecycle services renewals – entry level sales program 2026 business acumen:  exhibit understanding of business operations
knowledge of ibm products
proficiency of ibm sales tools and techniques",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,18,0,0.5309857067018815,-1.4999040308484597,1,0,0.09440006856774225
Data Analyst (TS/SCI),86971,22-Jan-2026,"Virginia, Maryland, District of Columbia",Data & Analytics,"137,000.00","236,000.00",Professional,Bachelor's Degree,Bachelor's Degree,"• Experience with machine learning and advanced analytical models
• Proficiency with Python and analytics libraries (Pandas, NumPy, Dask)
• Experience with optimization tools such as IBM CPLEX or Gurobi",2026-01-22,137000.0,236000.0,186500.0,99000.0,0.5308310991957105,0.5805084745762712,12.136186518066006,13,2026,1,3,0,"['Virginia', 'Maryland', 'District of Columbia']",3,1,Virginia,South,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,3,"data analyst (ts/sci) • experience with machine learning and advanced analytical models
• proficiency with python and analytics libraries (pandas, numpy, dask)
• experience with optimization tools such as ibm cplex or gurobi",,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,204,30,1-2,0.13447349428776445,0.971678715557639,1,0,0.06678923329454783
Senior Managing Consultant SAP Finance and Controlling (CO),85242,27-Jan-2026,"Illinois, Texas, New York, New Jersey",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,Unknown,"·       Proven thought leadership in SAP Financials FI, CO, S/4 HANA Finance and/or Central Finance, demonstrated by whitepapers, presentations at marquee industry events and/or SAP events is preferred
·       Strong knowledge in S/4HANA Finance and Central Finance roadmap, differences between software version releases and new innovations that are brought in in each of the S/4HANA and/or Central Finance releases
·       Knowledge of SAP complementary tools, namely BlackLine, Magnitude, OpenText, Workiva, Celonis, OneStream, Anaplan, Twenty-Five, Profinda, Replicon, Fieldglass, a plus
·       Knowledge of upcoming changes in SAP S/4HANA Finance, as well as an eagerness to learn, prototype, and grow expertise in the latest relevant financial technologies.",2026-01-27,147000.0,254000.0,200500.0,107000.0,0.5336658354114713,0.5787401574803149,12.20856952572876,8,2026,1,1,0,"['Illinois', 'Texas', 'New York', 'New Jersey']",4,1,Illinois,Midwest,4,0,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,59,8,"senior managing consultant sap finance and controlling (co) ·       proven thought leadership in sap financials fi, co, s/4 hana finance and/or central finance, demonstrated by whitepapers, presentations at marquee industry events and/or sap events is preferred
·       strong knowledge in s/4hana finance and central finance roadmap, differences between software version releases and new innovations that are brought in in each of the s/4hana and/or central finance releases
·       knowledge of sap complementary tools, namely blackline, magnitude, opentext, workiva, celonis, onestream, anaplan, twenty-five, profinda, replicon, fieldglass, a plus
·       knowledge of upcoming changes in sap s/4hana finance, as well as an eagerness to learn, prototype, and grow expertise in the latest relevant financial technologies.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,766,105,1-2,-2.704210876225489,3.902031753813756,4,0,0.10237420531545899
Sustainability Partnerships Intern: 2026,81965,17-Dec-2025,North Carolina,Infrastructure & Technology,"74,880.00","137,280.00",Internship,High School Diploma/GED,Bachelor's Degree,,2025-12-17,74880.0,137280.0,106080.0,62400.0,0.5882352941176471,0.5454545454545454,11.571948805419689,49,2025,12,2,0,['North Carolina'],1,0,North Carolina,South,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,sustainability partnerships intern: 2026 ,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8258177789145285,-3.355265021185468,2,0,0.13963399401321563
Maximo Application Suite Mobile Developer,82694,07-Jan-2026,"Georgia, Illinois, Ohio, New York, North Carolina, Virginia, Colorado, Michigan, Pennsylvania, Indiana, Arizona, Washington, Maryland, Wisconsin, California, New Jersey, Connecticut, West Virginia, District of Columbia",Software Engineering,"105,000.00","182,000.00",Professional,Unknown,Bachelor's Degree,"Additional highly desirable skills/qualifications:
Knowledge of Maximo Application Suite (MAS)
Knowledge and understanding of Cloud Computing or AWS, Azure or IBM Cloud certification.
Knowledge of Docker, Images, Containers, Kubernetes, and OpenShift.
Knowledge of DevOps and related tools (Ansible and Jenkins",2026-01-07,105000.0,182000.0,143500.0,77000.0,0.5365853658536586,0.5769230769230769,11.874090314181814,28,2026,1,2,0,"['Georgia', 'Illinois', 'Ohio', 'New York', 'North Carolina', 'Virginia', 'Colorado', 'Michigan', 'Pennsylvania', 'Indiana', 'Arizona', 'Washington', 'Maryland', 'Wisconsin', 'California', 'New Jersey', 'Connecticut', 'West Virginia', 'District of Columbia']",19,1,Georgia,South,0,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41,5,"maximo application suite mobile developer additional highly desirable skills/qualifications:
knowledge of maximo application suite (mas)
knowledge and understanding of cloud computing or aws, azure or ibm cloud certification.
knowledge of docker, images, containers, kubernetes, and openshift.
knowledge of devops and related tools (ansible and jenkins",,,0.0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,5,314,40,5-6,3.8801854237256315,1.9088310988387995,7,0,0.07311073329676698
Content Manager OnDemand Software Developer Support Engineer,80273,28-Jan-2026,"Texas, North Carolina, Massachusetts, California",Software Engineering,"131,000.00","226,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"CMOD architecture, components, and deployment models (distributed, z/OS and/or iSeries). 
Experience in CMOD configuration, including resource managers, application groups, library servers, and storage sets. 
Experience in CMOD performance tuning and capacity planning. 
Knowledge of CMOD indexing, retrieval, and archival processes. 
Ability to analyze and resolve issues related to ARS logs, ARSLOAD, ARSSOCKD, and ARSWWW. 
Experience in Computer Networks and Communication
Experience with CMOD exits, user exits, and customizations. 
Experience supporting customers with enterprise-grade CMOD deployments with high availability and meeting SLA requirements.
Knowledge of LDAP
Experience with CMOD on Cloud or hybrid deployments. 
Exposure to enterprise content management (ECM) ecosystems including integration with external systems
Demonstrated communication skills
Analytical thinking, structured problem-solving techniques
Strong positive customer service attitude with sensitivity to client satisfaction.
Must be a self-starter, quick learner, and enjoy working in a challenging, fast paced environment.
Strong analytical and troubleshooting skills, including problem recreation, analyzing logs and traces, debugging complex issues to determine a course of action and recommend solutions.",2026-01-28,131000.0,226000.0,178500.0,95000.0,0.5322128851540616,0.5796460176991151,12.092343880201831,7,2026,1,2,0,"['Texas', 'North Carolina', 'Massachusetts', 'California']",4,1,Texas,South,1,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,60,7,"content manager ondemand software developer support engineer cmod architecture, components, and deployment models (distributed, z/os and/or iseries). 
experience in cmod configuration, including resource managers, application groups, library servers, and storage sets. 
experience in cmod performance tuning and capacity planning. 
knowledge of cmod indexing, retrieval, and archival processes. 
ability to analyze and resolve issues related to ars logs, arsload, arssockd, and arswww. 
experience in computer networks and communication
experience with cmod exits, user exits, and customizations. 
experience supporting customers with enterprise-grade cmod deployments with high availability and meeting sla requirements.
knowledge of ldap
experience with cmod on cloud or hybrid deployments. 
exposure to enterprise content management (ecm) ecosystems including integration with external systems
demonstrated communication skills
analytical thinking, structured problem-solving techniques
strong positive customer service attitude with sensitivity to client satisfaction.
must be a self-starter, quick learner, and enjoy working in a challenging, fast paced environment.
strong analytical and troubleshooting skills, including problem recreation, analyzing logs and traces, debugging complex issues to determine a course of action and recommend solutions.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,162,0,1.5531403287711192,-0.10876759539778365,1,0,0.08019318782947732
Consulting Account Executive - Industrial/Communications,84563,20-Jan-2026,"Georgia, Illinois, Texas, New York, North Carolina, Virginia, Colorado, Pennsylvania, Arizona, Washington, Massachusetts, Maryland, Delaware, Nevada, California, New Jersey, Connecticut, District of Columbia, New Hampshire",Sales,"151,000.00","260,000.00",Professional,Unknown,Bachelor's Degree,,2026-01-20,151000.0,260000.0,205500.0,109000.0,0.5304136253041363,0.5807692307692308,12.233201312918426,15,2026,1,1,0,"['Georgia', 'Illinois', 'Texas', 'New York', 'North Carolina', 'Virginia', 'Colorado', 'Pennsylvania', 'Arizona', 'Washington', 'Massachusetts', 'Maryland', 'Delaware', 'Nevada', 'California', 'New Jersey', 'Connecticut', 'District of Columbia', 'New Hampshire']",19,1,Georgia,South,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56,5,consulting account executive - industrial/communications ,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19908450813804807,-1.5038859115075498,1,0,0.11925265592408058
Cloud Apps PMO,66565,20-Oct-2025,"Georgia, Florida, Illinois, Texas, New York, North Carolina, Colorado, Washington, Massachusetts, California",Consulting,"90,500.00","211,300.00",Professional,Bachelor's Degree,Unknown,Create up to 3 bullets max. You can get inspired by this example below. Cloud Market Knowledge: Ability to develop cloud market knowledge to become a trusted client advisor (training on IBM's Hybrid Cloud offerings will be provided).,2025-10-20,90500.0,211300.0,150900.0,120800.0,0.8005301524188204,0.42830099384761006,11.924372644755941,107,2025,10,0,0,"['Georgia', 'Florida', 'Illinois', 'Texas', 'New York', 'North Carolina', 'Colorado', 'Washington', 'Massachusetts', 'California']",10,1,Georgia,South,4,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,cloud apps pmo create up to 3 bullets max. you can get inspired by this example below. cloud market knowledge: ability to develop cloud market knowledge to become a trusted client advisor (training on ibm's hybrid cloud offerings will be provided).,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,38,0,-2.957095999568352,-0.12582788315934912,0,0,0.13327278406422016
Oracle Cloud Financials Senior Principal Functional Consultant (GL/AR),66999,20-Oct-2025,"Georgia, Florida, Illinois, Texas, New York, North Carolina, Colorado, Washington, Massachusetts, California",Consulting,"90,500.00","211,300.00",Professional,Bachelor's Degree,Unknown,,2025-10-20,90500.0,211300.0,150900.0,120800.0,0.8005301524188204,0.42830099384761006,11.924372644755941,107,2025,10,0,0,"['Georgia', 'Florida', 'Illinois', 'Texas', 'New York', 'North Carolina', 'Colorado', 'Washington', 'Massachusetts', 'California']",10,1,Georgia,South,4,0,-4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,70,8,oracle cloud financials senior principal functional consultant (gl/ar) ,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3693672552109075,0.9191786433046446,4,0,0.08987794168127122
Managing Consultant SAP Billing & Digital Subscription,85924,14-Jan-2026,"Missouri, South Carolina, Georgia, Florida, Minnesota, Illinois, Ohio, Texas, New York, North Carolina, Idaho, Virginia, Alabama, Arkansas, Colorado, Michigan, Pennsylvania, Arizona, Washington, Massachusetts, Delaware, Louisiana, California, New Jersey, West Virginia, District of Columbia",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,Unknown,"Advanced Cloud-Based Solutions: Experience with cloud-based technologies, such as AWS or Azure, and their application in billing and subscription management solutions. 
Digital Commerce Ecosystems: Experience in digital commerce ecosystems, including payment gateways, and customer portals, and their integration with billing platforms. 
Complex Pricing Strategies: Experience with complex pricing models, including usage-based billing, and invoicing, and their deployment in packaged platforms.",2026-01-14,116000.0,200000.0,158000.0,84000.0,0.5316455696202531,0.58,11.970350312009105,21,2026,1,2,0,"['Missouri', 'South Carolina', 'Georgia', 'Florida', 'Minnesota', 'Illinois', 'Ohio', 'Texas', 'New York', 'North Carolina', 'Idaho', 'Virginia', 'Alabama', 'Arkansas', 'Colorado', 'Michigan', 'Pennsylvania', 'Arizona', 'Washington', 'Massachusetts', 'Delaware', 'Louisiana', 'California', 'New Jersey', 'West Virginia', 'District of Columbia']",26,1,Missouri,Midwest,4,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,7,"managing consultant sap billing & digital subscription advanced cloud-based solutions: experience with cloud-based technologies, such as aws or azure, and their application in billing and subscription management solutions. 
digital commerce ecosystems: experience in digital commerce ecosystems, including payment gateways, and customer portals, and their integration with billing platforms. 
complex pricing strategies: experience with complex pricing models, including usage-based billing, and invoicing, and their deployment in packaged platforms.",,,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,497,60,3-4,-1.6768587693622958,5.338686270906749,4,0,0.08523364786944632
Senior Managing SAP Data Lead,90266,04-Feb-2026,"Missouri, South Carolina, Georgia, Florida, Minnesota, Illinois, Ohio, Texas, New York, North Carolina, Idaho, Virginia, Alabama, Arkansas, Colorado, Michigan, Pennsylvania, Arizona, Washington, Massachusetts, Delaware, Louisiana, California, New Jersey, West Virginia, District of Columbia",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,Unknown,"* Advanced SAP EIM Skills: Experience with multiple SAP EIM tools, including SAP BODS, SAP BOIS, SAP SDI, SAP DATA HUB, SAP DMC, and SAP Data Migration, to develop comprehensive data solutions for S/4 HANA and other SAP products. 

  * Complex Data Flow Optimization: Experience in optimizing complex ETL data flows using Business Objects Data Services, ensuring efficient data processing and seamless integration within the Business Objects Enterprise landscape. 

  * HANA Replication Expertise: Experience with handling HANA replication with Data Services and loading with SAP DMC, ensuring efficient data management and integration.",2026-02-04,147000.0,254000.0,200500.0,107000.0,0.5336658354114713,0.5787401574803149,12.20856952572876,0,2026,2,2,0,"['Missouri', 'South Carolina', 'Georgia', 'Florida', 'Minnesota', 'Illinois', 'Ohio', 'Texas', 'New York', 'North Carolina', 'Idaho', 'Virginia', 'Alabama', 'Arkansas', 'Colorado', 'Michigan', 'Pennsylvania', 'Arizona', 'Washington', 'Massachusetts', 'Delaware', 'Louisiana', 'California', 'New Jersey', 'West Virginia', 'District of Columbia']",26,1,Missouri,Midwest,4,0,-4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,29,5,"senior managing sap data lead * advanced sap eim skills: experience with multiple sap eim tools, including sap bods, sap bois, sap sdi, sap data hub, sap dmc, and sap data migration, to develop comprehensive data solutions for s/4 hana and other sap products. 

  * complex data flow optimization: experience in optimizing complex etl data flows using business objects data services, ensuring efficient data processing and seamless integration within the business objects enterprise landscape. 

  * hana replication expertise: experience with handling hana replication with data services and loading with sap dmc, ensuring efficient data management and integration.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,640,92,1-2,-3.8966146963131703,4.210765934202129,4,0,0.08193926878810337
Senior Delivery Manager,90491,03-Feb-2026,Texas,Project Management,"151,000.00","260,000.00",Professional,Bachelor's Degree,Unknown,"Agile Methodologies Knowledge: Familiarity with various agile methodologies, including Scrum and Kanban, to facilitate efficient project delivery and team collaboration.
Digital Product Development: Experience with digital product development processes, including design thinking and human-centered design principles, to drive successful product outcomes.
Project Management Tools: Exposure to project management tools, such as Jira, Asana, or Trello, to plan, track, and manage project timelines and resources.",2026-02-03,151000.0,260000.0,205500.0,109000.0,0.5304136253041363,0.5807692307692308,12.233201312918426,1,2026,2,1,0,['Texas'],1,0,Texas,South,4,0,-4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23,3,"senior delivery manager agile methodologies knowledge: familiarity with various agile methodologies, including scrum and kanban, to facilitate efficient project delivery and team collaboration.
digital product development: experience with digital product development processes, including design thinking and human-centered design principles, to drive successful product outcomes.
project management tools: exposure to project management tools, such as jira, asana, or trello, to plan, track, and manage project timelines and resources.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,64,0,-3.1871340802492907,0.6521648915506486,0,0,0.09848294395344248
AI Architect,81994,21-Jan-2026,New York,Infrastructure & Technology,"117,000.00","202,000.00",Professional,Bachelor's Degree,Unknown,"Experience in Data Engineering & Data Architecture
Data pipelines: Spark, Airflow, Kafka
Data lakes & warehouses: Snowflake, BigQuery, Redshift
ETL/ELT design
Data governance & quality frameworks
Security, Governance, and Responsible AI Experience
AI governance frameworks
Privacy-by-design
Model risk management",2026-01-21,117000.0,202000.0,159500.0,85000.0,0.5329153605015674,0.5792079207920792,11.979799201207037,14,2026,1,2,0,['New York'],1,0,New York,Northeast,4,0,-4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,2,"ai architect experience in data engineering & data architecture
data pipelines: spark, airflow, kafka
data lakes & warehouses: snowflake, bigquery, redshift
etl/elt design
data governance & quality frameworks
security, governance, and responsible ai experience
ai governance frameworks
privacy-by-design
model risk management",,,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,320,39,1-2,-2.341848061027193,2.3205030876607413,0,0,0.043197247089953594
Managing Consultant SAP RTR GL,85259,15-Jan-2026,"Georgia, Illinois, Ohio, Texas, New York, New Jersey, Connecticut",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,Bachelor's Degree,,2026-01-15,116000.0,200000.0,158000.0,84000.0,0.5316455696202531,0.58,11.970350312009105,20,2026,1,3,0,"['Georgia', 'Illinois', 'Ohio', 'Texas', 'New York', 'New Jersey', 'Connecticut']",7,1,Georgia,South,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,5,managing consultant sap rtr gl ,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1-2,-2.0075868604459015,0.9855862804862388,4,0,0.1258051444073185
WR - C2M Functional Consultant,76162,13-Jan-2026,Texas,Consulting,"90,000.00","155,000.00",Professional,Bachelor's Degree,Unknown,"Requirements Gathering and Analysis C2M system. Design and configuration of the C2M Support user acceptance testing (UAT) and provide guidance to end-users. Translate business needs into functional requirements and specifications for the C2M system. Gap analysis to identify discrepancies between current systems and desired C2M functionality. Provide functional expertise in areas like rate design, billing configurations and customer account management. Recommend best practices for system configuration and data management within C2M.",2026-01-13,90000.0,155000.0,122500.0,65000.0,0.5306122448979592,0.5806451612903226,11.715866308966918,22,2026,1,1,0,['Texas'],1,0,Texas,South,4,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,5,"wr - c2m functional consultant requirements gathering and analysis c2m system. design and configuration of the c2m support user acceptance testing (uat) and provide guidance to end-users. translate business needs into functional requirements and specifications for the c2m system. gap analysis to identify discrepancies between current systems and desired c2m functionality. provide functional expertise in areas like rate design, billing configurations and customer account management. recommend best practices for system configuration and data management within c2m.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,71,0,-2.9691276271825386,1.5458948212730936,0,0,0.12868722942221988
SAP MDG Consultant,75366,02-Dec-2025,Illinois,Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,Bachelor's Degree,"In summary, an SAP MDG Architect is responsible for both the strategic and technical aspects of managing master data in an organization, ensuring data governance, quality, and integration are effectively managed. They work closely with business teams and IT to build a robust framework for managing enterprise data across various SAP and non-SAP systems.",2025-12-02,147000.0,254000.0,200500.0,107000.0,0.5336658354114713,0.5787401574803149,12.20856952572876,64,2025,12,1,0,['Illinois'],1,0,Illinois,Midwest,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,3,"sap mdg consultant in summary, an sap mdg architect is responsible for both the strategic and technical aspects of managing master data in an organization, ensuring data governance, quality, and integration are effectively managed. they work closely with business teams and it to build a robust framework for managing enterprise data across various sap and non-sap systems.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,354,54,1-2,-1.4338348072024976,-0.09344919081024242,2,0,0.10830025859088976
Sales Development Representative - Apptio AMS Select,88272,26-Jan-2026,North Carolina,Sales,"85,000.00","85,000.00",Entry Level,Bachelor's Degree,Bachelor's Degree,"2-5 years plus experience in SaaS sales or telephone prospecting is preferred. 
Experienced using Sales prospecting tools and CRM 
Recent IT industry and/or enterprise selling experience is preferred. We are looking for someone who is excited to work in a fast moving, high growth company for an opportunity to drive revenue growth and advance a career in large enterprise sales.",2026-01-26,85000.0,85000.0,85000.0,0.0,0.0,1.0,11.350406535472453,9,2026,1,0,0,['North Carolina'],1,0,North Carolina,South,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,7,"sales development representative - apptio ams select 2-5 years plus experience in saas sales or telephone prospecting is preferred. 
experienced using sales prospecting tools and crm 
recent it industry and/or enterprise selling experience is preferred. we are looking for someone who is excited to work in a fast moving, high growth company for an opportunity to drive revenue growth and advance a career in large enterprise sales.",5.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,60,0,-0.7393470075456987,-0.9104907560179714,1,0,0.08420470851357187
