job_title,job_id,date_posted,state_province,area_of_work,min_salary,max_salary,position_type,required_education,preferred_education,preferred_technical_experience
Network and Computer Systems Administrator Apprentice,72727,04-Dec-2025,New York,Infrastructure & Technology,"50,000.00","55,000.00",Internship,High School Diploma/GED,Associate's Degree/College Diploma,"An Associates Degree in Computer Science, Information Systems or related."
Cloud Developer Intern,75078,06-Jan-2026,"Illinois, Texas, North Carolina, California",Infrastructure & Technology,"75,600.00","126,000.00",Internship,High School Diploma/GED,Bachelor's Degree,"Proficiency in one or more of the following technology areas:
Working knowledge with one or more operating systems:  Ubuntu (Preferred), RHEL, CentOS Linux, and Windows Servers
Working knowledge with one or more Virtualization technologies: Citrix Hypervisor (Preferred), VMware vSphere, Ubuntu KVM, etc.
Working knowledge with one or more programming tools:  Bash, PowerShell, Python, Ruby and Go.
Working knowledge with one or more key infrastructure tools/products:  Active Directory, Ansible, Chef, etc.
Working knowledge with Container technologies:  Kubernetes (preferred), Docker, etc.
Working knowledge with Monitoring technologies:   Zabbix (preferred), Splunk, etc.
Working knowledge with Network and Storage technologies
Working knowledge with ServiceNow, JIRA, Confluence, and GitHub"
Entry Level Product Manager 2026,73854,12-Jan-2026,"Texas, North Carolina",Product Management,"104,550.00","147,600.00",Entry Level,High School Diploma/GED,Bachelor's Degree,Bachelor’s Degree in IT/Computer Science/EngineeringPassion and desire to make the best products in the industry hands-downEngaged Team player
WR - C2M Functional Consultant,76160,13-Jan-2026,Texas,Consulting,"90,000.00","155,000.00",Professional,Bachelor's Degree,,"Requirements Gathering and Analysis C2M system. Design and configuration of the C2M Support user acceptance testing (UAT) and provide guidance to end-users. Translate business needs into functional requirements and specifications for the C2M system. Gap analysis to identify discrepancies between current systems and desired C2M functionality. Provide functional expertise in areas like rate design, billing configurations and customer account management. Recommend best practices for system configuration and data management within C2M."
Oracle Cloud Financials Architect,72683,14-Jan-2026,"Georgia, Illinois, Ohio, Texas, New York, North Carolina, Michigan, Arizona, Massachusetts, California",Software Engineering,"117,000.00","202,000.00",Professional,Bachelor's Degree,,N/A
Oracle SCM Cloud,80876,13-Jan-2026,"Georgia, Illinois, Ohio, Texas, New York, North Carolina, Michigan, Arizona, Massachusetts, California",Software Engineering,"105,000.00","182,000.00",Professional,Bachelor's Degree,,N/A
QA/Test Developer Intern 2026,80512,18-Dec-2025,North Carolina,Software Engineering,"78,624.00","144,144.00",Internship,High School Diploma/GED,Bachelor's Degree,"Prior CIO experience
HR Business Data knowledge"
Sr. Product Manager - HashiCorp Boundary,81716,02-Feb-2026,"Texas, Massachusetts, California",Product Management,"128,000.00","220,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Defining the product roadmap and strategy
Writing product requirements documents (PRDs)
Deep collaboration with Engineering teams
Leading sales engineer and support education sessions
Enabling the community and partner contributions
Conduct customer interviews
Perform market research
Backlog management"
Oracle OIC & Fusion Technical Architecture Lead (SCM),85540,29-Jan-2026,"Georgia, Florida, Illinois, Ohio, Texas, New York, Pennsylvania, Washington, Massachusetts, California, New Jersey, District of Columbia",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,,
Associate Application Developer 2026– Hybrid Cloud and Data,87004,16-Jan-2026,"New York, Michigan, Louisiana",Software Engineering,"45,427.00","83,283.00",Entry Level,Bachelor's Degree,Master's Degree,"Experience working across both frontend and backend components in academic or project-based environments
Familiarity with Agile or Scrum team practices
Exposure to databases such as MySQL, PostgreSQL, SQL Server, Oracle, DB2, or MongoDB
Exposure to analytics or data tools such as SPSS, SAS, Tableau, Hadoop, or Spark, depending on practice needs
Experience collaborating with others on team-based software projects
Emerging Technology Awareness
Familiarity with generative AI concepts, including basic modeling approaches, responsible use, and ethical considerations, gained through coursework, projects, or self-study
 Education
Bachelor’s degree or equivalent practical experience in Computer Science, Engineering, or a related technical field
(Candidates with other degrees will be considered if they demonstrate equivalent technical skills.)"
Senior Managing Consultant SAP OCM Lead,85263,12-Jan-2026,"Georgia, Illinois, Ohio, Texas, New York, New Jersey, Connecticut",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,,
Senior Tax Advisor,87232,22-Jan-2026,New York,Enterprise Operations,"121,000.00","209,000.00",Professional,Bachelor's Degree,Master's Degree,"Big four experience is preferable.
Demonstrated ability to work effectively in a team environment.
Proven proactive approach to tasks and problem‑solving.
Ability to learn new concepts and processes quickly.
Strong communication skills, both written and verbal."
Senior Data Analyst,88923,27-Jan-2026,West Virginia,Software Engineering,"117,000.00","202,000.00",Professional,Bachelor's Degree,,"Complex Consulting Experience: Experience with client-focused, complex consulting and implementation-centric engagements, handling tasks independently.
Asset Management Knowledge: Familiarity with asset management solutions and their technical implementation.
Technical Integration Expertise: Experience integrating technical solutions, ensuring quality technical implementation and adherence to standards."
"Senior Software Engineer - HashiCorp Vault, Radar, Boundary",89000,30-Jan-2026,"Texas, Massachusetts, California",Software Engineering,"184,000.00","276,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"You have experience using HashiCorp products (Terraform, Packer, Waypoint, Nomad, Vault, Boundary, Consul). 
You have prior experience working in cloud platform engineering teams"
Senior Engineer - HashiCorp Vault,89472,02-Feb-2026,"Texas, Massachusetts, California",Software Engineering,"131,000.00","226,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Experience with cloud monitoring tools to implement robust observability practices that prioritize metrics, logging and tracing for high reliability and performance.
Hands-on experience operating HashiCorp Vault at scale (auth methods, PKI/Transit/KV engines, policies, HA/DR, backups).
Experience with managing Kubernetes workloads and platform components, including networking, storage, and security.
Experience with Openshift, Helm, Kustomize, Terraform, and GitOps workflows (Argo CD/Flux).
Understanding of TLS/mTLS, certificate management, IAM, and secrets lifecycle."
Senior Quantum Error Correction Theorist,90520,03-Feb-2026,New York,Research,"219,000.00","296,000.00",Professional,Doctorate Degree,Doctorate Degree,"• Advanced Research Methods: Experience with novel research techniques and methodologies in quantum computing, including innovative approaches to error correction theory and software development. • Interdisciplinary Knowledge: Exposure to relevant fields of mathematics,  physics, or computer science, with an understanding of their applications in quantum computing. • Technical Communication: Experience with effectively communicating complex technical concepts to both technical and non-technical audiences, facilitating collaboration and driving strategic initiatives."
Full Stack Developer (DoD Secret),90188,29-Jan-2026,"New York, Virginia, Alabama, Colorado, Maryland, District of Columbia",Software Engineering,"105,000.00","182,000.00",Professional,Bachelor's Degree,Bachelor's Degree,"Cloud Security Expertise: Experience with cloud security measures, including access control, network security, and data encryption, to ensure secure cloud environments.
Advanced DevOps Tools: Experience with advanced DevOps tools and methodologies to optimize development, testing, and deployment of cloud-based applications.
Multi-Cloud Platforms: Experience with multiple cloud platforms, including hybrid and multi-cloud environments, to design, build, and maintain scalable cloud applications."
Brand Sales Specialist - Apptio,89825,29-Jan-2026,"Idaho, Oregon, Washington, California",Sales,"135,000.00","232,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"• Solution Sales Expertise: Experience with Apptio solutions, including Cloudability, ApptioOne, Kubecost, Turbonomic, and Targetprocess, with the ability to effectively communicate their value to clients.
• IT Industry Trends Knowledge: Experience with the latest IT industry trends, challenges, and best practices related to cloud-based solutions and IT management, enabling informed sales strategies and effective client engagement.
• Cloud-Based Solution Expertise: Experience with cloud-based solutions, including their applications, benefits, and challenges, to provide expert guidance and support to clients.
• Technology Solution Sales: Experience in selling technology solutions, with a strong understanding of the sales cycle, from initial identification to close, and the ability to develop and execute effective sales strategies."
MarTech Strategy Senior Specialist,89137,04-Feb-2026,"Texas, North Carolina",Enterprise Operations,"130,000.00","180,000.00",Professional,Bachelor's Degree,Master's Degree,"Experience in enterprise environments with multiple stakeholders and diverse capability needs.
Strong organizational and communication skills with ability to lead independent initiatives.
Familiarity with emerging RevTech trends and AI-driven marketing workflows."
Product Manager roles – HashiCorp,87858,27-Jan-2026,"Texas, Massachusetts, California",Product Management,"128,000.00","220,000.00",Professional,None,High School Diploma/GED,"• Deep Domain Knowledge: Experience with creating and delivering technical assets to demonstrate user experience and related offering value props, showcasing a deep understanding of the domain and business. 

• Product Portfolio Familiarity: Experience with translating market needs to development plans based on a deep understanding of product portfolio capabilities. 

• Technical Benchmarking Skills: Experience performing robust product technology assessments and benchmarks to ensure differentiation."
Brand Sales Specialist– Entry Level Sales Program 2026,53111,03-Nov-2025,"Georgia, Illinois, Texas, New York, North Carolina, Virginia, Massachusetts, California, District of Columbia",Sales,"96,000.00","144,000.00",Entry Level,High School Diploma/GED,Associate's Degree/College Diploma,Programming coursework or experience a plus.
Back End Developer Intern 2026,55372,28-Oct-2025,"Georgia, Minnesota, Texas, New York, North Carolina, Virginia, Arizona, Massachusetts, California",Infrastructure & Technology,"75,000.00","139,000.00",Internship,High School Diploma/GED,Bachelor's Degree,"1 year experience in one or more of the following technology areas:C++, C, Java, Golang, Ruby, Python, Perl, SQL
1 year experience with APIs (example: REST APIs)
Experience in JSON, Web Services
Understanding of virtualization concepts and cloud operations"
Signal and Power Integrity/System Hardware Developer Engineer,65411,09-Jan-2026,Minnesota,Infrastructure & Technology,"126,000.00","216,000.00",Professional,Bachelor's Degree,Master's Degree,"·         Comprehensive understanding of Microprocessor, ASIC, Signal and Power Integrity, 1st Level Chip Packaging, and hardware development engineering processes
·         Experience with one or more programming skills such as Python, Skill, Perl, C++, Matlab
·         Comprehensive skills with signal and power integrity simulation software tools
·         Demonstrated ability to develop peer, cross-functional, and-cross business relationships to maximize collaboration and team effectiveness
·         Demonstrated ability to work and excel in a fast-paced, dynamic, and constantly changing work environment"
Oracle Cloud Projects & Grants (PPM) Lead,67042,20-Oct-2025,"Georgia, Florida, Illinois, Texas, New York, North Carolina, Colorado, Washington, Massachusetts, California",Consulting,"70,400.00","164,200.00",Professional,Bachelor's Degree,,
Entry Level User Experience Design 2026,73773,02-Dec-2025,New York,Design & UX,"101,000.00","151,000.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"Degree in in Design, including Design & Technology, UX Design, Software Product & Interaction Design, Human Computer Interaction (HCI), UX Research, Information Experience Design, Game Design, Human Factors, Usability, or Ethnography, or a Software or Computer Systems Engineering degree with a minor in Design or completion of a certificate program in Design."
Hardware Developer Intern 2026,74165,01-Dec-2025,"Minnesota, Texas, New York, North Carolina",Infrastructure & Technology,"84,000.00","144,000.00",Internship,High School Diploma/GED,Bachelor's Degree,"Proficiency in one or more of the following technology areas:* Microprocessor/ASIC Design Skills: VHDL, Verilog, RTL, SPICE, TCL, UVM, verification, and testing* Computer Architecture coursework: VLSI Design, Microprocessors, Computer Architecture and Organization, Signal Integrity (Electromagnetics, RF, etc)* Programming Skills: C/C++ or another object-oriented language, Git, Linux, GDB or another debugger, Agile practices* Scripting Skills: Python, APDL, TCL, Bash, Perl, or Java* Proficiency in CAD tools and 3D modeling* Familiarity with various hardware architectures: VLSI, FPGA, MIPS, RISC-V, Arm, x86, Arduino, Quantum systems"
Data Scientist - Artificial Intelligence,77593,29-Dec-2025,New York,Data & Analytics,"158,400.00","217,800.00",Professional,High School Diploma/GED,Bachelor's Degree,"Experience in Natural Language Processing (NLP), Computer Vision, or Generative AI.
Familiarity with cloud platforms (AWS, Azure, GCP) and MLOps practices.
Strong understanding of data architecture and data engineering principles.
Prior experience in the AI industry or related research projects.
Experience with API development and integration for AI models.
Understanding of ethical AI principles and data privacy regulations."
IT Lab Tech - Power Card Apprentice,79661,08-Jan-2026,Minnesota,Infrastructure & Technology,"49,200.00","54,120.00",Internship,High School Diploma/GED,Associate's Degree/College Diploma,None
User Experience Design Intern 2026,74214,19-Jan-2026,"Minnesota, Texas, New York, North Carolina, Arizona",Design & UX,"75,000.00","139,000.00",Internship,High School Diploma/GED,Bachelor's Degree,"•    Experience working on enterprise information technology (business to business), and enterprise technology personas or archetypes.                                
•    Experience with Enterprise Design Thinking by IBM or other design thinking frameworks
•    Excellent communicator with strong interpersonal skills, confident working within a cross-functional team and various levels
•    Familiarity with IBM Z product stack
•    User Experience/Research intern: Demonstrated knowledge of User Experience design
•    User Experience/Research intern: Ability to perform UX research for software products or Web
•    Content Development intern: Experience developing, editing, and producing accurate technical documentation using XML, DITA and shared source repositories such as GitHub
•    Content Development intern: Knowledge of Native AI solutions for creating structured content
•    Pursuing a bachelors degree in Technical Communications or Design, including Design & Technology, UX Design, Software Product & Interaction Design, Human Computer Interaction (HCI), UX Research, Information Experience Design, Game Design, Human Factors, Usability, or Ethnography, or a Software or Computer Systems Engineering degree with a minor in Communications, Design or completion of a certificate program in Design."
Managing SAP S4/HANA EWM Consultant,80818,06-Jan-2026,"Ohio, Texas, New York, Oregon",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,Master's Degree,"- Familiarity with Cloud Computing Platforms: Including IBM Cloud, AWS, Microsoft Azure, and GCP. 
- Knowledge of Agile methodologies: Hands on experience with project management methodologies like Agile."
Oracle EBS Record to Report/GL Lead,81777,22-Dec-2025,"Virginia, Maryland, District of Columbia",Consulting,"116,000.00","200,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"This role prefers the following expertise:
 * Experience supporting conversion activities
 * Professional Certification (e.g. Certified Public Accountant, Chartered Accountant)
 * Experience with Management/Compliance Financial Reporting as well as Federal functional knowledge, Federal accounting skills, and Federal reporting
 * Experience working with Confluence and Jira"
Oracle SCM Cloud,83771,20-Jan-2026,Alabama,Consulting,"90,000.00","155,000.00",Professional,Bachelor's Degree,,N/A
Hardware System Design Engineer for Storage Platforms,85245,08-Jan-2026,Texas,Infrastructure & Technology,"126,000.00","216,000.00",Professional,Bachelor's Degree,Bachelor's Degree,"Fundamental understanding of Thermal Analysis and Thermal Design.
Fundamental understanding of the interaction between BIOS, BMC, CPLD and OS.
Fundamental understanding of Digital and Analog Circuit Design.
Knowledge of networking hardware and associated components and interfaces such as FPGAs/ ASICs, PHY, SerDes, CPU subsystems, optics, high-speed serial links, PoE, PCIe, NVMe, SATA, I2C, and USB."
Mainframe Developer,86660,20-Jan-2026,California,Software Engineering,"131,000.00","226,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Knowledge of REXX is a plus along with other mainframe tools.
Knowledge of DTL is an advantage."
,86489,14-Jan-2026,"Virginia, Maryland, District of Columbia",Software Engineering,"131,000.00","226,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Experience with DOORS and Rhapsody or a similar tool
Agile, Kanban
Excellent written and verbal communication skills with a proven ability to interface with the customer"
z/OS Systems Programmer,86542,20-Jan-2026,"Virginia, Kentucky, Maryland, District of Columbia",Consulting,"153,440.00","230,160.00",Professional,None,Bachelor's Degree,"• Mainframe Product Familiarity: Deep expertise in a wide range of mainframe products is beneficial, enabling the design and execution of innovative solutions on the zOS environment. Knowledge of various mainframe products can enhance the ability to meet client needs effectively. Familiarity with new age offerings is also advantageous. 
• Advanced zOS Platform Skills: Experience with advanced zOS platform features and technologies can be valuable in creating complex solution designs and estimates for projects. A deep understanding of the zOS platform can ensure alignment with client requirements and organizational standards. 
• ADM Service Specialization: Specialized knowledge in Application Development and Maintenance (ADM) services can be an asset, allowing for high-quality delivery and client satisfaction. Experience in delivering ADM services as per the skill description can be beneficial."
Managing Consultant SAP RTR Fixed Assets,85260,15-Jan-2026,"Georgia, Illinois, Ohio, Texas, New York, New Jersey, Connecticut",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,Bachelor's Degree,
"Associate Application Consultant 2026 – AWS, IBM&RedHat, Microsoft",87281,02-Feb-2026,"Georgia, Illinois, Texas",Consulting,"74,250.00","118,800.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"* Highly motivated, with clear evidence of drive and significant achievements.
* A passion for innovative ideas, coupled with the ability to understand and assimilate different points of view.
* Drive to overcome the most challenging or difficult obstacles and look for ways to improve results.
* Ability to handle multiple tasks concurrently and meet deadlines, while maintaining focus in an environment with conflicting demands.
*Majors: Computer Science, MIS/IT, Computer Engineering, Data Science, SW Engineering, or related fields
*Certifications: AWS Foundational (Cloud or AI Practitioner); Associate, Professional, or Specialty (Aspirational)  in-progress certifications are fine
*Experience: Cloud native projects (academic, personal, or internship count);  Agile ways of working (ambiguous requirements, evolving scope); Programming (read, debug, and explain code)
*Skills/Tech: Programming fundamentals (.NET/ASP.NET, C#, Java, Python, or JavaScript/TypeScript.); SQL Basics; networking basics, Terraform/CloudFormation, Linux fundamentals
*Familiarity with Microservices architect and cloud platforms (Azure, AWS)
*Passionate about use of AI technology for business advancement; and enjoys experiential learning
*Ability to think laterally and consider multiple solution options for a given problem
*Operational & consulting mindset (translate technical work to business impact); Communication (ability to clearly communicate technical concepts - verbal and written); Professional readiness (comfort in client-facing environments)
*Technical understanding of modern software development patterns
*Flexibility to work across architecture – building both fron-end and backend
* Exposure to cloud and AI concepts such as Azure services, data platforms, security, and AI models through coursework, labs, internships, or personal projects, with a willingness to keep learning.
*Experience using tools like Copilot, ChatGPT, or similar AI assistants to research, write, analyze, and improve productivity, while applying critical thinking and validation."
Quantum Hardware Test Engineer,86973,22-Jan-2026,New York,Infrastructure & Technology,"84,000.00","144,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Knowledge of cryogenic systems and low-temperature test environments
Hands-on experience with microwave electronics and test equipment such as vector network analyzers
Strong debugging skills, including use of test automation/debuggers
Knowledge of electrical design principles and analog/radio frequency components
Experience and ability to deliver in a time-constrained environment
Exceptional communication, interpersonal and collaboration skills"
Senior Product Manager,87882,28-Jan-2026,"Texas, Massachusetts, California",Product Management,"158,000.00","272,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Defining the product roadmap and strategy
Writing product requirements documents (PRDs)
Deep collaboration with Engineering teams
Leading sales engineer and support education sessions
Enabling the community and partner contributions
Conduct customer interviews
Perform market research
Backlog management"
System Services Representative,89490,04-Feb-2026,Illinois,Infrastructure & Technology,"37,000.00","66,000.00",Administration & Technician,High School Diploma/GED,,"• Familiarity with IT Service Management: Exposure to IT service management principles and practices, including problem determination, incident management, and service delivery. • Knowledge of Cloud Computing: Basic understanding of cloud computing concepts, including hybrid cloud environments and infrastructure services. • Exposure to Data Analytics: Familiarity with data analytics tools and techniques, including data analysis and interpretation."
Senior Sentinel and Security Copilot Security Consultant,88597,27-Jan-2026,"South Carolina, Georgia, Florida, Minnesota, Illinois, Ohio, Texas, New York, North Carolina, Idaho, Virginia, Alabama, Arkansas, Colorado, Michigan, Pennsylvania, Arizona, Washington, Massachusetts, Delaware, Louisiana, Wisconsin, California, New Jersey, Connecticut, West Virginia, District of Columbia",Consulting,"120,000.00","207,000.00",Professional,Bachelor's Degree,Bachelor's Degree,"Advanced Threat Analysis: 

Experience with analyzing complex cyber threats, including hands-on experience with tools like QRadar, to develop effective mitigation measures and provide expert guidance on security intelligence and operations.
Financial Implication Understanding, experience articulating the financial implications of security intelligence and operations, enabling clients to make informed decisions about their security posture.
Proactive Threat Hunting, experience with proactive threat hunting and intelligence-driven defense strategies to enhance Client IT's security posture.
Microsoft Sentinel Certification"
Entry Level Human Resources Professional: Travel & Expense (T&E) Analyst,90476,30-Jan-2026,New York,Enterprise Operations,"88,857.00","133,286.00",Entry Level,Bachelor's Degree,,"Preferred Qualifications:
Internship or prior experience in finance, accounting, shared services, or operations
Exposure to travel and expense systems (e.g., Concur, SAP, Workday, Oracle, or similar tools)
Interest in process improvement and data analysis"
Senior Program Manager,89772,30-Jan-2026,"Texas, Virginia, Maryland, District of Columbia",Consulting,"157,000.00","235,000.00",Professional,Bachelor's Degree,Master's Degree,"Master’s degree in engineering or a related field, with extensive experience supporting facility and infrastructure requirements and processes. 
Demonstrated ability to apply policy to project requirements definition, programming, and execution, with a minimum of 15 years of experience."
Workday Solution Architect,89792,30-Jan-2026,"Georgia, Illinois, Texas, New York, California, New Jersey",Software Engineering,"144,000.00","208,000.00",Professional,Bachelor's Degree,,"• Advanced Workday Integration: Experience with integrating multiple Workday modules and third-party applications, ensuring seamless data flow and compatibility. • Complex Solution Development: Experience in designing and developing complex Workday-based solutions, leveraging advanced features and capabilities to meet business requirements. • Technical Leadership: Experience in leading technical teams and guiding the development of Workday-based solutions, applying deep expertise in Workday's features and capabilities."
Senior Solutions Architect,89720,29-Jan-2026,"Georgia, Florida, Minnesota, Tennessee, Illinois, Ohio, Texas, New York, North Carolina, Virginia, Colorado, Michigan, Oklahoma, Indiana, New Jersey",Sales,"151,000.00","260,000.00",Professional,Bachelor's Degree,Master's Degree,"Experience responding to RFPs highly desirable.
Hands-on expertise with IBM cloud offerings."
Manufacturing Systems Architect,91247,04-Feb-2026,New Jersey,Software Engineering,"105,000.00","182,000.00",Professional,Bachelor's Degree,,"* Experience with MES systems (Rockwell FTPS/MES, PAS-X, Camstar, etc.).
 * Exposure to manufacturing ERP systems (SAP, Oracle, Infor).
 * Experience in life sciences, pharmaceuticals, biotechnology, or other regulated manufacturing industries."
Accounts Receivable Intern – Q2C (Quote-to-Cash),91201,04-Feb-2026,New York,Enterprise Operations,"62,899.00","115,315.00",Internship,High School Diploma/GED,Bachelor's Degree,"Need to be able to handle and performance in high intensity situations
Must be able to work under pressure 
Competitive individuals are a plus
Leadership characteristics 
Proactive and eager to learn.
Analytical mindset with a problem-solving approach.
Interest in dealing with customers and business operations.
Strong presentation skills is a plus"
Software Engineer – HashiCorp Secure Products,89180,27-Jan-2026,"Texas, Massachusetts, California",Software Engineering,"131,000.00","226,000.00",Professional,None,Bachelor's Degree,"You have experience using HashiCorp products (Terraform, Packer, Waypoint, Nomad, Vault, Boundary, Consul). 

You have prior experience working in cloud platform engineering teams"
Entry Level Software Developer: 2026 SVL,73407,12-Jan-2026,California,Software Engineering,"120,960.00","181,440.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"Experience with cloud platforms (IBM Cloud, AWS, or Azure).
Familiarity with REST APIs and relational databases.
Exposure to CI/CD pipelines and automation tools (Jenkins, Cypress, Selenium, etc.).
Contributions to open-source or personal coding projects.
Understanding of Agile principles and collaborative development environments."
Oracle Cloud ERP Financials Architect,53890,27-Oct-2025,"South Carolina, Georgia, Florida, South Dakota, Illinois, Ohio, Texas, Montana, New York, North Carolina, Idaho, Virginia, Indiana, Arizona, Massachusetts, Maryland, Delaware",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,,".
Excellent communication and presentation skills – verbal and written. You should be able to translate technical concepts and designs into non-technical language."
Research Think Lab Design Intern,68494,06-Nov-2025,"New York, Massachusetts, California",Design & UX,"78,624.00","144,144.00",Internship,High School Diploma/GED,High School Diploma/GED,"Demonstrated experience in Typography and layout, Brand design, Image making, Light animation and code"
ServiceNow Application Architect,77123,06-Jan-2026,Texas,Infrastructure & Technology,"117,000.00","202,000.00",Professional,Bachelor's Degree,,"Experience with Domain Separation and multi-instance architecture
Knowledge of CMDB design and data modeling
Familiarity with ITIL processes and frameworks
Experience in regulated industries (e.g., finance, healthcare, government)"
Software Engineer II - HashiCorp Terraform,76427,03-Dec-2025,"Texas, Massachusetts, California",Software Engineering,"111,000.00","191,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Experience with Terraform and/or Ansible
Experience with instrumentation tools like Prometheus and Datadog"
"System Services Representatives - San Antonio, TX",76379,23-Dec-2025,Texas,Infrastructure & Technology,"33,000.00","57,000.00",Administration & Technician,High School Diploma/GED,Associate's Degree/College Diploma,"Education: Associate or bachelor’s degree in computer science, Information Technology, or a related field.
Experience: 2+ years in technical support, field service, or IT infrastructure maintenance.
Certifications: IBM Technical Specialist, Cisco, or other relevant vendor certifications.
Technical Expertise: Experience with IBM systems, servers, storage, and networking technologies.
Customer Engagement: Demonstrated success in client-facing technical roles and delivering high-quality service.
Problem-Solving: Strong diagnostic and troubleshooting skills across hardware and software platforms.
Adaptability: Ability to work independently and handle multiple priorities in dynamic environments.
Communication: Clear and professional verbal and written communication skills.
Teamwork: Collaborative mindset with the ability to work effectively across teams and with clients."
Entry Level Product Manager Poughkeepsie NY 2026,79663,26-Dec-2025,New York,Product Management,"73,800.00","172,200.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"* Experience with enterprise AI products or platforms
* Exposure to AI ethics frameworks and responsible AI practices. 
* Comfortable working with global teams across time zones and cultures."
SAP Revenue Accounting and Reporting Managing Consultant,80881,05-Jan-2026,"South Carolina, Georgia, Illinois, Texas, New York",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,,"Experience and able to provide leading practice for:
o   Revenue Recognition integrated from Billing and Revenue Innovation Management (BRIM)
o   Revenue Recognition integrated to Contract Accounting (FI-CA)
o   Revenue, Cost, and Margin (G/L and Margin Analysis) reporting with bundles."
Package Specialist Intern 2026 – Client Innovation Center (Entry Level),87033,16-Jan-2026,"Michigan, Louisiana",Infrastructure & Technology,"29,120.00","51,484.00",Internship,High School Diploma/GED,Bachelor's Degree,"Preferred Skills (Nice-to-Haves):
Exposure to enterprise applications or platforms (e.g., ERP, HCM, SCM, CRM) through coursework, labs, or internships
Familiarity with cloud computing concepts (e.g., SaaS platforms, system integrations, role-based access)
Experience documenting requirements, workflows, or process diagrams
Exposure to SQL, reporting tools, or basic data analysis
Experience working on team-based academic projects, internships, or consulting clubs

Education
High School Diploma or GED
Preferred:
Currently pursuing a Bachelor’s degree in Information Systems, Business, Accounting, Finance, Supply Chain, Engineering, Computer Science, or a related field"
Senior Engineering Manager-HCP Terraform Foundations-Production Engineering,83082,05-Jan-2026,"Texas, North Carolina, Massachusetts, California",Software Engineering,"161,000.00","276,000.00",Professional,High School Diploma/GED,,"What’s nice to have…

Experience with managing both development and platform/operational (i.e. Site Reliability Engineering) workstreams
Qualified opinions about driving observability, reliability, and availability for large-scale distributed systems
Exposure to systems software and services written in Go and Ruby on Rails monoliths"
Digital Circuit Design Engineer - Entry Level,86780,30-Jan-2026,Minnesota,Infrastructure & Technology,"96,000.00","144,000.00",Entry Level,Bachelor's Degree,Master's Degree,Master’s degree in Electrical Engineering or related field.
z/OS Security Administrator,86958,22-Jan-2026,"Virginia, Maryland, West Virginia, District of Columbia",Consulting,"120,720.00","181,080.00",Professional,Bachelor's Degree,Technical Diploma,"•    8+ years of IBM mainframe experience and familiarity with broader mainframe product sets beyond core z/OS.
•    Experience with SIEM tools, vulnerability scanning technologies, network architecture, and/or Managed Security Services (MSSP).
•    Background with compliance frameworks (NIST, MITRE ATT\&CK, OWASP), audit preparation, and evidence gathering.
Reside in the Washington, D.C., Maryland, and Virginia (DMV) area."
"Senior Software Engineer - HashiCorp Vault, Radar, Boundary",88994,29-Jan-2026,"Texas, Massachusetts, California",Software Engineering,"131,000.00","226,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"You have experience using HashiCorp products (Terraform, Packer, Waypoint, Nomad, Vault, Boundary, Consul). 
You have prior experience working in cloud platform engineering teams"
Software Engineer – HashiCorp Secure Products,89180,27-Jan-2026,"Texas, Massachusetts, California",Software Engineering,"131,000.00","226,000.00",Professional,None,Bachelor's Degree,"You have experience using HashiCorp products (Terraform, Packer, Waypoint, Nomad, Vault, Boundary, Consul). 

You have prior experience working in cloud platform engineering teams"
ServiceNow Application Architect,77107,06-Jan-2026,Texas,Infrastructure & Technology,"117,000.00","202,000.00",Professional,Bachelor's Degree,None,
Brand Technical Specialist– Entry Level Sales Program 2026,52904,19-Jan-2026,"Georgia, Illinois, Texas, New York, North Carolina, Virginia, Massachusetts, California, District of Columbia",Sales,"92,000.00","138,000.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"Programming coursework or experience a plus.
Prior work experience in client sales or service."
Oracle Cloud Projects & Grants (PPM) Lead,69605,31-Oct-2025,"Georgia, Florida, Illinois, Texas, New York, North Carolina, Colorado, Washington, Massachusetts, California",Consulting,"70,400.00","164,200.00",Professional,Bachelor's Degree,,
Thermal Lab Tech Apprentice,73026,10-Dec-2025,New York,Infrastructure & Technology,"49,200.00","54,120.00",Internship,High School Diploma/GED,Associate's Degree/College Diploma,None
